ID	TYPE	LEN	PW1_NAME	PW1_ROUTE	PW1_ROUTE_GENES
285	P1	8	T cell receptor signaling pathway	['n56', 'n54', 'n59', 'n47', 'n40', 'n38', 'n4', 'n3', 'n36', 'n35']	['CD3E', 'FYN', 'LCK', 'ZAP70', 'LAT', 'PLCG1', 'C01245', 'C00076', 'PPP3CA', 'PPP3CB', 'PPP3CC', 'PPP3R1', 'PPP3R2', 'NFATC1', 'NFATC2', 'NFATC3']
286	P1	13	T cell receptor signaling pathway	['n56', 'n54', 'n59', 'n47', 'n40', 'n39', 'n31', 'n32', 'n33', 'n70', 'n69', 'n71', 'n34']	['CD3E', 'FYN', 'LCK', 'ZAP70', 'LAT', 'GRB2', 'SOS1', 'SOS2', 'RASGRP1', 'HRAS', 'KRAS', 'NRAS', 'RAF1', 'MAP2K1', 'MAP2K2', 'MAPK1', 'MAPK3', 'FOS', 'JUN']
287	P1	11	T cell receptor signaling pathway	['n56', 'n54', 'n59', 'n47', 'n46', 'n38', 'n2', 'n24', 'n72', 'n83', 'n13', 'n14']	['CD3E', 'FYN', 'LCK', 'ZAP70', 'LCP2', 'PLCG1', 'C00165', 'PRKCQ', 'MAP3K7', 'IKBKB', 'IKBKG', 'CHUK', 'NFKBIA', 'NFKBIB', 'NFKBIE', 'NFKB1', 'RELA']
288	P1	12	T cell receptor signaling pathway	['n56', 'n54', 'n59', 'n47', 'n46', 'n38', 'n2', 'n32', 'n33', 'n70', 'n69', 'n71', 'n34']	['CD3E', 'FYN', 'LCK', 'ZAP70', 'LCP2', 'PLCG1', 'C00165', 'RASGRP1', 'HRAS', 'KRAS', 'NRAS', 'RAF1', 'MAP2K1', 'MAP2K2', 'MAPK1', 'MAPK3', 'FOS', 'JUN']
289	P1	8	T cell receptor signaling pathway	['n56', 'n54', 'n59', 'n47', 'n46', 'n38', 'n4', 'n3', 'n36', 'n35']	['CD3E', 'FYN', 'LCK', 'ZAP70', 'LCP2', 'PLCG1', 'C01245', 'C00076', 'PPP3CA', 'PPP3CB', 'PPP3CC', 'PPP3R1', 'PPP3R2', 'NFATC1', 'NFATC2', 'NFATC3']
290	P1	5	T cell receptor signaling pathway	['n60', 'n59', 'n47', 'n76', 'n35']	['PTPRC', 'LCK', 'ZAP70', 'MAPK14', 'MAPK11', 'MAPK13', 'MAPK12', 'NFATC1', 'NFATC2', 'NFATC3']
291	P1	10	T cell receptor signaling pathway	['n60', 'n59', 'n47', 'n40', 'n38', 'n2', 'n24', 'n72', 'n83', 'n13', 'n14']	['PTPRC', 'LCK', 'ZAP70', 'LAT', 'PLCG1', 'C00165', 'PRKCQ', 'MAP3K7', 'IKBKB', 'IKBKG', 'CHUK', 'NFKBIA', 'NFKBIB', 'NFKBIE', 'NFKB1', 'RELA']
292	P1	11	T cell receptor signaling pathway	['n60', 'n59', 'n47', 'n40', 'n38', 'n2', 'n32', 'n33', 'n70', 'n69', 'n71', 'n34']	['PTPRC', 'LCK', 'ZAP70', 'LAT', 'PLCG1', 'C00165', 'RASGRP1', 'HRAS', 'KRAS', 'NRAS', 'RAF1', 'MAP2K1', 'MAP2K2', 'MAPK1', 'MAPK3', 'FOS', 'JUN']
293	P1	7	T cell receptor signaling pathway	['n60', 'n59', 'n47', 'n40', 'n38', 'n4', 'n3', 'n36', 'n35']	['PTPRC', 'LCK', 'ZAP70', 'LAT', 'PLCG1', 'C01245', 'C00076', 'PPP3CA', 'PPP3CB', 'PPP3CC', 'PPP3R1', 'PPP3R2', 'NFATC1', 'NFATC2', 'NFATC3']
294	P1	12	T cell receptor signaling pathway	['n60', 'n59', 'n47', 'n40', 'n39', 'n31', 'n32', 'n33', 'n70', 'n69', 'n71', 'n34']	['PTPRC', 'LCK', 'ZAP70', 'LAT', 'GRB2', 'SOS1', 'SOS2', 'RASGRP1', 'HRAS', 'KRAS', 'NRAS', 'RAF1', 'MAP2K1', 'MAP2K2', 'MAPK1', 'MAPK3', 'FOS', 'JUN']
295	P1	10	T cell receptor signaling pathway	['n60', 'n59', 'n47', 'n46', 'n38', 'n2', 'n24', 'n72', 'n83', 'n13', 'n14']	['PTPRC', 'LCK', 'ZAP70', 'LCP2', 'PLCG1', 'C00165', 'PRKCQ', 'MAP3K7', 'IKBKB', 'IKBKG', 'CHUK', 'NFKBIA', 'NFKBIB', 'NFKBIE', 'NFKB1', 'RELA']
296	P1	11	T cell receptor signaling pathway	['n60', 'n59', 'n47', 'n46', 'n38', 'n2', 'n32', 'n33', 'n70', 'n69', 'n71', 'n34']	['PTPRC', 'LCK', 'ZAP70', 'LCP2', 'PLCG1', 'C00165', 'RASGRP1', 'HRAS', 'KRAS', 'NRAS', 'RAF1', 'MAP2K1', 'MAP2K2', 'MAPK1', 'MAPK3', 'FOS', 'JUN']
297	P1	7	T cell receptor signaling pathway	['n60', 'n59', 'n47', 'n46', 'n38', 'n4', 'n3', 'n36', 'n35']	['PTPRC', 'LCK', 'ZAP70', 'LCP2', 'PLCG1', 'C01245', 'C00076', 'PPP3CA', 'PPP3CB', 'PPP3CC', 'PPP3R1', 'PPP3R2', 'NFATC1', 'NFATC2', 'NFATC3']
298	P1	6	T cell receptor signaling pathway	['n60', 'n54', 'n59', 'n47', 'n76', 'n35']	['PTPRC', 'FYN', 'LCK', 'ZAP70', 'MAPK14', 'MAPK11', 'MAPK13', 'MAPK12', 'NFATC1', 'NFATC2', 'NFATC3']
299	P1	11	T cell receptor signaling pathway	['n60', 'n54', 'n59', 'n47', 'n40', 'n38', 'n2', 'n24', 'n72', 'n83', 'n13', 'n14']	['PTPRC', 'FYN', 'LCK', 'ZAP70', 'LAT', 'PLCG1', 'C00165', 'PRKCQ', 'MAP3K7', 'IKBKB', 'IKBKG', 'CHUK', 'NFKBIA', 'NFKBIB', 'NFKBIE', 'NFKB1', 'RELA']
300	P1	12	T cell receptor signaling pathway	['n60', 'n54', 'n59', 'n47', 'n40', 'n38', 'n2', 'n32', 'n33', 'n70', 'n69', 'n71', 'n34']	['PTPRC', 'FYN', 'LCK', 'ZAP70', 'LAT', 'PLCG1', 'C00165', 'RASGRP1', 'HRAS', 'KRAS', 'NRAS', 'RAF1', 'MAP2K1', 'MAP2K2', 'MAPK1', 'MAPK3', 'FOS', 'JUN']
301	P1	8	T cell receptor signaling pathway	['n60', 'n54', 'n59', 'n47', 'n40', 'n38', 'n4', 'n3', 'n36', 'n35']	['PTPRC', 'FYN', 'LCK', 'ZAP70', 'LAT', 'PLCG1', 'C01245', 'C00076', 'PPP3CA', 'PPP3CB', 'PPP3CC', 'PPP3R1', 'PPP3R2', 'NFATC1', 'NFATC2', 'NFATC3']
302	P1	13	T cell receptor signaling pathway	['n60', 'n54', 'n59', 'n47', 'n40', 'n39', 'n31', 'n32', 'n33', 'n70', 'n69', 'n71', 'n34']	['PTPRC', 'FYN', 'LCK', 'ZAP70', 'LAT', 'GRB2', 'SOS1', 'SOS2', 'RASGRP1', 'HRAS', 'KRAS', 'NRAS', 'RAF1', 'MAP2K1', 'MAP2K2', 'MAPK1', 'MAPK3', 'FOS', 'JUN']
303	P1	11	T cell receptor signaling pathway	['n60', 'n54', 'n59', 'n47', 'n46', 'n38', 'n2', 'n24', 'n72', 'n83', 'n13', 'n14']	['PTPRC', 'FYN', 'LCK', 'ZAP70', 'LCP2', 'PLCG1', 'C00165', 'PRKCQ', 'MAP3K7', 'IKBKB', 'IKBKG', 'CHUK', 'NFKBIA', 'NFKBIB', 'NFKBIE', 'NFKB1', 'RELA']
304	P1	12	T cell receptor signaling pathway	['n60', 'n54', 'n59', 'n47', 'n46', 'n38', 'n2', 'n32', 'n33', 'n70', 'n69', 'n71', 'n34']	['PTPRC', 'FYN', 'LCK', 'ZAP70', 'LCP2', 'PLCG1', 'C00165', 'RASGRP1', 'HRAS', 'KRAS', 'NRAS', 'RAF1', 'MAP2K1', 'MAP2K2', 'MAPK1', 'MAPK3', 'FOS', 'JUN']
305	P1	8	T cell receptor signaling pathway	['n60', 'n54', 'n59', 'n47', 'n46', 'n38', 'n4', 'n3', 'n36', 'n35']	['PTPRC', 'FYN', 'LCK', 'ZAP70', 'LCP2', 'PLCG1', 'C01245', 'C00076', 'PPP3CA', 'PPP3CB', 'PPP3CC', 'PPP3R1', 'PPP3R2', 'NFATC1', 'NFATC2', 'NFATC3']
306	P1	5	T cell receptor signaling pathway	['n62', 'n61', 'n47', 'n76', 'n35']	['CTLA4', 'PTPN6', 'ZAP70', 'MAPK14', 'MAPK11', 'MAPK13', 'MAPK12', 'NFATC1', 'NFATC2', 'NFATC3']
307	P1	10	T cell receptor signaling pathway	['n62', 'n61', 'n47', 'n40', 'n38', 'n2', 'n24', 'n72', 'n83', 'n13', 'n14']	['CTLA4', 'PTPN6', 'ZAP70', 'LAT', 'PLCG1', 'C00165', 'PRKCQ', 'MAP3K7', 'IKBKB', 'IKBKG', 'CHUK', 'NFKBIA', 'NFKBIB', 'NFKBIE', 'NFKB1', 'RELA']
308	P1	11	T cell receptor signaling pathway	['n62', 'n61', 'n47', 'n40', 'n38', 'n2', 'n32', 'n33', 'n70', 'n69', 'n71', 'n34']	['CTLA4', 'PTPN6', 'ZAP70', 'LAT', 'PLCG1', 'C00165', 'RASGRP1', 'HRAS', 'KRAS', 'NRAS', 'RAF1', 'MAP2K1', 'MAP2K2', 'MAPK1', 'MAPK3', 'FOS', 'JUN']
309	P1	7	T cell receptor signaling pathway	['n62', 'n61', 'n47', 'n40', 'n38', 'n4', 'n3', 'n36', 'n35']	['CTLA4', 'PTPN6', 'ZAP70', 'LAT', 'PLCG1', 'C01245', 'C00076', 'PPP3CA', 'PPP3CB', 'PPP3CC', 'PPP3R1', 'PPP3R2', 'NFATC1', 'NFATC2', 'NFATC3']
310	P1	12	T cell receptor signaling pathway	['n62', 'n61', 'n47', 'n40', 'n39', 'n31', 'n32', 'n33', 'n70', 'n69', 'n71', 'n34']	['CTLA4', 'PTPN6', 'ZAP70', 'LAT', 'GRB2', 'SOS1', 'SOS2', 'RASGRP1', 'HRAS', 'KRAS', 'NRAS', 'RAF1', 'MAP2K1', 'MAP2K2', 'MAPK1', 'MAPK3', 'FOS', 'JUN']
311	P1	10	T cell receptor signaling pathway	['n62', 'n61', 'n47', 'n46', 'n38', 'n2', 'n24', 'n72', 'n83', 'n13', 'n14']	['CTLA4', 'PTPN6', 'ZAP70', 'LCP2', 'PLCG1', 'C00165', 'PRKCQ', 'MAP3K7', 'IKBKB', 'IKBKG', 'CHUK', 'NFKBIA', 'NFKBIB', 'NFKBIE', 'NFKB1', 'RELA']
312	P1	11	T cell receptor signaling pathway	['n62', 'n61', 'n47', 'n46', 'n38', 'n2', 'n32', 'n33', 'n70', 'n69', 'n71', 'n34']	['CTLA4', 'PTPN6', 'ZAP70', 'LCP2', 'PLCG1', 'C00165', 'RASGRP1', 'HRAS', 'KRAS', 'NRAS', 'RAF1', 'MAP2K1', 'MAP2K2', 'MAPK1', 'MAPK3', 'FOS', 'JUN']
313	P1	7	T cell receptor signaling pathway	['n62', 'n61', 'n47', 'n46', 'n38', 'n4', 'n3', 'n36', 'n35']	['CTLA4', 'PTPN6', 'ZAP70', 'LCP2', 'PLCG1', 'C01245', 'C00076', 'PPP3CA', 'PPP3CB', 'PPP3CC', 'PPP3R1', 'PPP3R2', 'NFATC1', 'NFATC2', 'NFATC3']
314	P1	8	T cell receptor signaling pathway	['n62', 'n61', 'n53', 'n54', 'n59', 'n47', 'n76', 'n35']	['CTLA4', 'PTPN6', 'CD247', 'FYN', 'LCK', 'ZAP70', 'MAPK14', 'MAPK11', 'MAPK13', 'MAPK12', 'NFATC1', 'NFATC2', 'NFATC3']
315	P1	13	T cell receptor signaling pathway	['n62', 'n61', 'n53', 'n54', 'n59', 'n47', 'n40', 'n38', 'n2', 'n24', 'n72', 'n83', 'n13', 'n14']	['CTLA4', 'PTPN6', 'CD247', 'FYN', 'LCK', 'ZAP70', 'LAT', 'PLCG1', 'C00165', 'PRKCQ', 'MAP3K7', 'IKBKB', 'IKBKG', 'CHUK', 'NFKBIA', 'NFKBIB', 'NFKBIE', 'NFKB1', 'RELA']
316	P1	14	T cell receptor signaling pathway	['n62', 'n61', 'n53', 'n54', 'n59', 'n47', 'n40', 'n38', 'n2', 'n32', 'n33', 'n70', 'n69', 'n71', 'n34']	['CTLA4', 'PTPN6', 'CD247', 'FYN', 'LCK', 'ZAP70', 'LAT', 'PLCG1', 'C00165', 'RASGRP1', 'HRAS', 'KRAS', 'NRAS', 'RAF1', 'MAP2K1', 'MAP2K2', 'MAPK1', 'MAPK3', 'FOS', 'JUN']
317	P1	10	T cell receptor signaling pathway	['n62', 'n61', 'n53', 'n54', 'n59', 'n47', 'n40', 'n38', 'n4', 'n3', 'n36', 'n35']	['CTLA4', 'PTPN6', 'CD247', 'FYN', 'LCK', 'ZAP70', 'LAT', 'PLCG1', 'C01245', 'C00076', 'PPP3CA', 'PPP3CB', 'PPP3CC', 'PPP3R1', 'PPP3R2', 'NFATC1', 'NFATC2', 'NFATC3']
318	P1	15	T cell receptor signaling pathway	['n62', 'n61', 'n53', 'n54', 'n59', 'n47', 'n40', 'n39', 'n31', 'n32', 'n33', 'n70', 'n69', 'n71', 'n34']	['CTLA4', 'PTPN6', 'CD247', 'FYN', 'LCK', 'ZAP70', 'LAT', 'GRB2', 'SOS1', 'SOS2', 'RASGRP1', 'HRAS', 'KRAS', 'NRAS', 'RAF1', 'MAP2K1', 'MAP2K2', 'MAPK1', 'MAPK3', 'FOS', 'JUN']
319	P1	13	T cell receptor signaling pathway	['n62', 'n61', 'n53', 'n54', 'n59', 'n47', 'n46', 'n38', 'n2', 'n24', 'n72', 'n83', 'n13', 'n14']	['CTLA4', 'PTPN6', 'CD247', 'FYN', 'LCK', 'ZAP70', 'LCP2', 'PLCG1', 'C00165', 'PRKCQ', 'MAP3K7', 'IKBKB', 'IKBKG', 'CHUK', 'NFKBIA', 'NFKBIB', 'NFKBIE', 'NFKB1', 'RELA']
320	P1	14	T cell receptor signaling pathway	['n62', 'n61', 'n53', 'n54', 'n59', 'n47', 'n46', 'n38', 'n2', 'n32', 'n33', 'n70', 'n69', 'n71', 'n34']	['CTLA4', 'PTPN6', 'CD247', 'FYN', 'LCK', 'ZAP70', 'LCP2', 'PLCG1', 'C00165', 'RASGRP1', 'HRAS', 'KRAS', 'NRAS', 'RAF1', 'MAP2K1', 'MAP2K2', 'MAPK1', 'MAPK3', 'FOS', 'JUN']
321	P1	10	T cell receptor signaling pathway	['n62', 'n61', 'n53', 'n54', 'n59', 'n47', 'n46', 'n38', 'n4', 'n3', 'n36', 'n35']	['CTLA4', 'PTPN6', 'CD247', 'FYN', 'LCK', 'ZAP70', 'LCP2', 'PLCG1', 'C01245', 'C00076', 'PPP3CA', 'PPP3CB', 'PPP3CC', 'PPP3R1', 'PPP3R2', 'NFATC1', 'NFATC2', 'NFATC3']
322	P1	5	T cell receptor signaling pathway	['n63', 'n61', 'n47', 'n76', 'n35']	['PDCD1', 'PTPN6', 'ZAP70', 'MAPK14', 'MAPK11', 'MAPK13', 'MAPK12', 'NFATC1', 'NFATC2', 'NFATC3']
323	P1	10	T cell receptor signaling pathway	['n63', 'n61', 'n47', 'n40', 'n38', 'n2', 'n24', 'n72', 'n83', 'n13', 'n14']	['PDCD1', 'PTPN6', 'ZAP70', 'LAT', 'PLCG1', 'C00165', 'PRKCQ', 'MAP3K7', 'IKBKB', 'IKBKG', 'CHUK', 'NFKBIA', 'NFKBIB', 'NFKBIE', 'NFKB1', 'RELA']
324	P1	11	T cell receptor signaling pathway	['n63', 'n61', 'n47', 'n40', 'n38', 'n2', 'n32', 'n33', 'n70', 'n69', 'n71', 'n34']	['PDCD1', 'PTPN6', 'ZAP70', 'LAT', 'PLCG1', 'C00165', 'RASGRP1', 'HRAS', 'KRAS', 'NRAS', 'RAF1', 'MAP2K1', 'MAP2K2', 'MAPK1', 'MAPK3', 'FOS', 'JUN']
325	P1	7	T cell receptor signaling pathway	['n63', 'n61', 'n47', 'n40', 'n38', 'n4', 'n3', 'n36', 'n35']	['PDCD1', 'PTPN6', 'ZAP70', 'LAT', 'PLCG1', 'C01245', 'C00076', 'PPP3CA', 'PPP3CB', 'PPP3CC', 'PPP3R1', 'PPP3R2', 'NFATC1', 'NFATC2', 'NFATC3']
326	P1	12	T cell receptor signaling pathway	['n63', 'n61', 'n47', 'n40', 'n39', 'n31', 'n32', 'n33', 'n70', 'n69', 'n71', 'n34']	['PDCD1', 'PTPN6', 'ZAP70', 'LAT', 'GRB2', 'SOS1', 'SOS2', 'RASGRP1', 'HRAS', 'KRAS', 'NRAS', 'RAF1', 'MAP2K1', 'MAP2K2', 'MAPK1', 'MAPK3', 'FOS', 'JUN']
327	P1	10	T cell receptor signaling pathway	['n63', 'n61', 'n47', 'n46', 'n38', 'n2', 'n24', 'n72', 'n83', 'n13', 'n14']	['PDCD1', 'PTPN6', 'ZAP70', 'LCP2', 'PLCG1', 'C00165', 'PRKCQ', 'MAP3K7', 'IKBKB', 'IKBKG', 'CHUK', 'NFKBIA', 'NFKBIB', 'NFKBIE', 'NFKB1', 'RELA']
328	P1	11	T cell receptor signaling pathway	['n63', 'n61', 'n47', 'n46', 'n38', 'n2', 'n32', 'n33', 'n70', 'n69', 'n71', 'n34']	['PDCD1', 'PTPN6', 'ZAP70', 'LCP2', 'PLCG1', 'C00165', 'RASGRP1', 'HRAS', 'KRAS', 'NRAS', 'RAF1', 'MAP2K1', 'MAP2K2', 'MAPK1', 'MAPK3', 'FOS', 'JUN']
329	P1	7	T cell receptor signaling pathway	['n63', 'n61', 'n47', 'n46', 'n38', 'n4', 'n3', 'n36', 'n35']	['PDCD1', 'PTPN6', 'ZAP70', 'LCP2', 'PLCG1', 'C01245', 'C00076', 'PPP3CA', 'PPP3CB', 'PPP3CC', 'PPP3R1', 'PPP3R2', 'NFATC1', 'NFATC2', 'NFATC3']
330	P1	8	T cell receptor signaling pathway	['n63', 'n61', 'n53', 'n54', 'n59', 'n47', 'n76', 'n35']	['PDCD1', 'PTPN6', 'CD247', 'FYN', 'LCK', 'ZAP70', 'MAPK14', 'MAPK11', 'MAPK13', 'MAPK12', 'NFATC1', 'NFATC2', 'NFATC3']
331	P1	13	T cell receptor signaling pathway	['n63', 'n61', 'n53', 'n54', 'n59', 'n47', 'n40', 'n38', 'n2', 'n24', 'n72', 'n83', 'n13', 'n14']	['PDCD1', 'PTPN6', 'CD247', 'FYN', 'LCK', 'ZAP70', 'LAT', 'PLCG1', 'C00165', 'PRKCQ', 'MAP3K7', 'IKBKB', 'IKBKG', 'CHUK', 'NFKBIA', 'NFKBIB', 'NFKBIE', 'NFKB1', 'RELA']
332	P1	14	T cell receptor signaling pathway	['n63', 'n61', 'n53', 'n54', 'n59', 'n47', 'n40', 'n38', 'n2', 'n32', 'n33', 'n70', 'n69', 'n71', 'n34']	['PDCD1', 'PTPN6', 'CD247', 'FYN', 'LCK', 'ZAP70', 'LAT', 'PLCG1', 'C00165', 'RASGRP1', 'HRAS', 'KRAS', 'NRAS', 'RAF1', 'MAP2K1', 'MAP2K2', 'MAPK1', 'MAPK3', 'FOS', 'JUN']
333	P1	10	T cell receptor signaling pathway	['n63', 'n61', 'n53', 'n54', 'n59', 'n47', 'n40', 'n38', 'n4', 'n3', 'n36', 'n35']	['PDCD1', 'PTPN6', 'CD247', 'FYN', 'LCK', 'ZAP70', 'LAT', 'PLCG1', 'C01245', 'C00076', 'PPP3CA', 'PPP3CB', 'PPP3CC', 'PPP3R1', 'PPP3R2', 'NFATC1', 'NFATC2', 'NFATC3']
334	P1	15	T cell receptor signaling pathway	['n63', 'n61', 'n53', 'n54', 'n59', 'n47', 'n40', 'n39', 'n31', 'n32', 'n33', 'n70', 'n69', 'n71', 'n34']	['PDCD1', 'PTPN6', 'CD247', 'FYN', 'LCK', 'ZAP70', 'LAT', 'GRB2', 'SOS1', 'SOS2', 'RASGRP1', 'HRAS', 'KRAS', 'NRAS', 'RAF1', 'MAP2K1', 'MAP2K2', 'MAPK1', 'MAPK3', 'FOS', 'JUN']
335	P1	13	T cell receptor signaling pathway	['n63', 'n61', 'n53', 'n54', 'n59', 'n47', 'n46', 'n38', 'n2', 'n24', 'n72', 'n83', 'n13', 'n14']	['PDCD1', 'PTPN6', 'CD247', 'FYN', 'LCK', 'ZAP70', 'LCP2', 'PLCG1', 'C00165', 'PRKCQ', 'MAP3K7', 'IKBKB', 'IKBKG', 'CHUK', 'NFKBIA', 'NFKBIB', 'NFKBIE', 'NFKB1', 'RELA']
336	P1	14	T cell receptor signaling pathway	['n63', 'n61', 'n53', 'n54', 'n59', 'n47', 'n46', 'n38', 'n2', 'n32', 'n33', 'n70', 'n69', 'n71', 'n34']	['PDCD1', 'PTPN6', 'CD247', 'FYN', 'LCK', 'ZAP70', 'LCP2', 'PLCG1', 'C00165', 'RASGRP1', 'HRAS', 'KRAS', 'NRAS', 'RAF1', 'MAP2K1', 'MAP2K2', 'MAPK1', 'MAPK3', 'FOS', 'JUN']
337	P1	10	T cell receptor signaling pathway	['n63', 'n61', 'n53', 'n54', 'n59', 'n47', 'n46', 'n38', 'n4', 'n3', 'n36', 'n35']	['PDCD1', 'PTPN6', 'CD247', 'FYN', 'LCK', 'ZAP70', 'LCP2', 'PLCG1', 'C01245', 'C00076', 'PPP3CA', 'PPP3CB', 'PPP3CC', 'PPP3R1', 'PPP3R2', 'NFATC1', 'NFATC2', 'NFATC3']
338	P1	7	Th1 and Th2 cell differentiation	['n283', 'n81', 'n10', 'n29', 'n31', 'n32', 'n26', 'n9', 'n8']	['K10784', 'K10785', 'CD247', 'CD247', 'ZAP70', 'LAT', 'PLCG1', 'C01245', 'C00076', 'PPP3CA', 'PPP3CB', 'PPP3CC', 'PPP3R1', 'PPP3R2', 'NFATC1', 'NFATC2', 'NFATC3']
339	P1	9	Th1 and Th2 cell differentiation	['n283', 'n81', 'n10', 'n29', 'n31', 'n1', 'n7', 'n6', 'n4', 'n5']	['K10784', 'K10785', 'CD247', 'CD247', 'ZAP70', 'LAT', 'PLCG1', 'C00165', 'PRKCQ', 'CHUK', 'IKBKB', 'IKBKG', 'NFKBIA', 'NFKBIB', 'NFKBIE', 'NFKB1', 'RELA']
340	P1	6	Th1 and Th2 cell differentiation	['n283', 'n81', 'n10', 'n29', 'n21', 'n30']	['K10784', 'K10785', 'CD247', 'CD247', 'ZAP70', 'LAT', 'MAPK1', 'MAPK3', 'FOS']
341	P1	7	Th1 and Th2 cell differentiation	['n33', 'n34', 'n10', 'n29', 'n31', 'n32', 'n26', 'n9', 'n8']	['CD4', 'LCK', 'ZAP70', 'LAT', 'PLCG1', 'C01245', 'C00076', 'PPP3CA', 'PPP3CB', 'PPP3CC', 'PPP3R1', 'PPP3R2', 'NFATC1', 'NFATC2', 'NFATC3']
342	P1	9	Th1 and Th2 cell differentiation	['n33', 'n34', 'n10', 'n29', 'n31', 'n1', 'n7', 'n6', 'n4', 'n5']	['CD4', 'LCK', 'ZAP70', 'LAT', 'PLCG1', 'C00165', 'PRKCQ', 'CHUK', 'IKBKB', 'IKBKG', 'NFKBIA', 'NFKBIB', 'NFKBIE', 'NFKB1', 'RELA']
343	P1	6	Th1 and Th2 cell differentiation	['n33', 'n34', 'n10', 'n29', 'n21', 'n30']	['CD4', 'LCK', 'ZAP70', 'LAT', 'MAPK1', 'MAPK3', 'FOS']
344	P1	5	Thyroid hormone signaling pathway	['n116', 'n14', 'n106', 'n8', 'n37', 'n18']	['ITGB3', 'ITGAV', 'PLCD3', 'PLCB1', 'PLCE1', 'PLCB2', 'PLCB3', 'PLCB4', 'PLCD1', 'PLCG1', 'PLCG2', 'PLCD4', 'PLCZ1', 'C00165', 'PRKCA', 'PRKCB', 'PRKCG', 'MAPK1', 'MAPK3', 'STAT1']
345	P1	5	Thyroid hormone signaling pathway	['n116', 'n14', 'n106', 'n8', 'n37', 'n38']	['ITGB3', 'ITGAV', 'PLCD3', 'PLCB1', 'PLCE1', 'PLCB2', 'PLCB3', 'PLCB4', 'PLCD1', 'PLCG1', 'PLCG2', 'PLCD4', 'PLCZ1', 'C00165', 'PRKCA', 'PRKCB', 'PRKCG', 'MAPK1', 'MAPK3', 'TP53']
346	P1	5	Thyroid hormone signaling pathway	['n116', 'n14', 'n106', 'n8', 'n37', 'n39']	['ITGB3', 'ITGAV', 'PLCD3', 'PLCB1', 'PLCE1', 'PLCB2', 'PLCB3', 'PLCB4', 'PLCD1', 'PLCG1', 'PLCG2', 'PLCD4', 'PLCZ1', 'C00165', 'PRKCA', 'PRKCB', 'PRKCG', 'MAPK1', 'MAPK3', 'ESR1']
347	P1	5	Thyroid hormone signaling pathway	['n116', 'n14', 'n106', 'n8', 'n37', 'n26']	['ITGB3', 'ITGAV', 'PLCD3', 'PLCB1', 'PLCE1', 'PLCB2', 'PLCB3', 'PLCB4', 'PLCD1', 'PLCG1', 'PLCG2', 'PLCD4', 'PLCZ1', 'C00165', 'PRKCA', 'PRKCB', 'PRKCG', 'MAPK1', 'MAPK3', 'THRB']
348	P1	6	Thyroid hormone signaling pathway	['n116', 'n15', 'n16', 'n17', 'n37', 'n18']	['ITGB3', 'ITGAV', 'HRAS', 'KRAS', 'NRAS', 'RAF1', 'MAP2K1', 'MAP2K2', 'MAPK1', 'MAPK3', 'STAT1']
349	P1	6	Thyroid hormone signaling pathway	['n116', 'n15', 'n16', 'n17', 'n37', 'n38']	['ITGB3', 'ITGAV', 'HRAS', 'KRAS', 'NRAS', 'RAF1', 'MAP2K1', 'MAP2K2', 'MAPK1', 'MAPK3', 'TP53']
350	P1	6	Thyroid hormone signaling pathway	['n116', 'n15', 'n16', 'n17', 'n37', 'n39']	['ITGB3', 'ITGAV', 'HRAS', 'KRAS', 'NRAS', 'RAF1', 'MAP2K1', 'MAP2K2', 'MAPK1', 'MAPK3', 'ESR1']
351	P1	6	Thyroid hormone signaling pathway	['n116', 'n15', 'n16', 'n17', 'n37', 'n26']	['ITGB3', 'ITGAV', 'HRAS', 'KRAS', 'NRAS', 'RAF1', 'MAP2K1', 'MAP2K2', 'MAPK1', 'MAPK3', 'THRB']
352	P1	3	Thyroid hormone signaling pathway	['n117', 'n96', 'n7']	['ITGB3', 'ITGAV', 'SRC', 'PIK3CA', 'PIK3CB', 'PIK3CD', 'PIK3R1', 'PIK3R2', 'PIK3R3']
353	P1	5	Thyroid hormone synthesis	['n5', 'n8', 'n9', 'n19', 'n3', 'n319']	['TSHR', 'GNAS', 'ADCY1', 'ADCY2', 'ADCY3', 'ADCY5', 'ADCY6', 'ADCY7', 'ADCY8', 'ADCY9', 'ADCY4', 'C00575', 'PRKACA', 'PRKACB', 'PRKACG', 'TTF1', 'TTF2']
354	P1	5	Thyroid hormone synthesis	['n5', 'n6', 'n7', 'n17', 'n20', 'n318']	['TSHR', 'GNAQ', 'PLCB1', 'PLCB2', 'PLCB3', 'PLCB4', 'C00165', 'PRKCA', 'PRKCB', 'PRKCG', 'CREB5', 'CREB3', 'CREB1', 'ATF2', 'ATF6B', 'CREB3L4', 'ATF4', 'CREB3L2', 'CREB3L3', 'CREB3L1', 'PAX8']
355	P1	7	TNF signaling pathway	['n3', 'n4', 'n5', 'n10', 'n12', 'n18', 'n329']	['TNFRSF1A', 'TRADD', 'TRAF2', 'TRAF5', 'MAP3K7', 'MAP2K7', 'MAP2K4', 'MAPK8', 'MAPK9', 'MAPK10', 'CREB3', 'CREB1', 'ATF2', 'ATF6B', 'CREB3L4', 'ATF4', 'CREB3L2', 'CREB3L3', 'CREB3L1', 'CREB5', 'CEBPB', 'FOS', 'JUN']
